0.0379269,0.0379269
0.0379269,0.0545559
0.0379269,0.078476
0.0379269,0.112884
0.0379269,0.162378
0.0379269,0.233572
0.0379269,0.335982
0.0379269,0.483293
0.0379269,0.695193
0.0379269,1
0.0545559,0.001
0.0545559,0.00143845
0.0545559,0.00206914
0.0545559,0.00297635
0.0545559,0.00428133
0.0545559,0.00615848
0.0545559,0.00885867
0.0545559,0.0127427
0.0545559,0.0183298
0.0545559,0.0263665
0.0545559,0.0379269
0.0545559,0.0545559
0.0545559,0.078476
0.0545559,0.112884
0.0545559,0.162378
0.0545559,0.233572
0.0545559,0.335982
0.0545559,0.483293
0.0545559,0.695193
0.0545559,1
0.078476,0.001
0.078476,0.00143845
0.078476,0.00206914
0.078476,0.00297635
0.078476,0.00428133
0.078476,0.00615848
0.078476,0.00885867
0.078476,0.0127427
0.078476,0.0183298
0.078476,0.0263665
0.078476,0.0379269
0.078476,0.0545559
0.078476,0.078476
0.078476,0.112884
0.078476,0.162378
0.078476,0.233572
0.078476,0.335982
0.078476,0.483293
0.078476,0.695193
0.078476,1
0.112884,0.001
0.112884,0.00143845
0.112884,0.00206914
0.112884,0.00297635
0.112884,0.00428133
0.112884,0.00615848
0.112884,0.00885867
0.112884,0.0127427
0.112884,0.0183298
0.112884,0.0263665
0.112884,0.0379269
0.112884,0.0545559
0.112884,0.078476
0.112884,0.112884
0.112884,0.162378
0.112884,0.233572
0.112884,0.335982
0.112884,0.483293
0.112884,0.695193
0.112884,1
0.162378,0.001
0.162378,0.00143845
0.162378,0.00206914
0.162378,0.00297635
0.162378,0.00428133
0.162378,0.00615848
0.162378,0.00885867
0.162378,0.0127427
0.162378,0.0183298
0.162378,0.0263665
0.162378,0.0379269
0.162378,0.0545559
0.162378,0.078476
0.162378,0.112884
0.162378,0.162378
0.162378,0.233572
0.162378,0.335982
0.162378,0.483293
0.162378,0.695193
0.162378,1
0.233572,0.001
0.233572,0.00143845
0.233572,0.00206914
0.233572,0.00297635
0.233572,0.00428133
0.233572,0.00615848
0.233572,0.00885867
0.233572,0.0127427
0.233572,0.0183298
0.233572,0.0263665
0.233572,0.0379269
0.233572,0.0545559
0.233572,0.078476
0.233572,0.112884
0.233572,0.162378
0.233572,0.233572
0.233572,0.335982
0.233572,0.483293
0.233572,0.695193
0.233572,1
0.335982,0.001
0.335982,0.00143845
0.335982,0.00206914
0.335982,0.00297635
0.335982,0.00428133
0.335982,0.00615848
0.335982,0.00885867
0.335982,0.0127427
0.335982,0.0183298
0.335982,0.0263665
0.335982,0.0379269
0.335982,0.0545559
0.335982,0.078476
0.335982,0.112884
0.335982,0.162378
0.335982,0.233572
0.335982,0.335982
0.335982,0.483293
0.335982,0.695193
0.335982,1
0.483293,0.001
0.483293,0.00143845
0.483293,0.00206914
0.483293,0.00297635
0.483293,0.00428133
0.483293,0.00615848
0.483293,0.00885867
0.483293,0.0127427
0.483293,0.0183298
0.483293,0.0263665
0.483293,0.0379269
0.483293,0.0545559
0.483293,0.078476
0.483293,0.112884
0.483293,0.162378
0.483293,0.233572
0.483293,0.335982
0.483293,0.483293
0.483293,0.695193
0.483293,1
0.695193,0.001
0.695193,0.00143845
0.695193,0.00206914
0.695193,0.00297635
0.695193,0.00428133
0.695193,0.00615848
0.695193,0.00885867
0.695193,0.0127427
0.695193,0.0183298
0.695193,0.0263665
0.695193,0.0379269
0.695193,0.0545559
0.695193,0.078476
0.695193,0.112884
0.695193,0.162378
0.695193,0.233572
0.695193,0.335982
0.695193,0.483293
0.695193,0.695193
0.695193,1
1,0.001
1,0.00143845
1,0.00206914
1,0.00297635
1,0.00428133
1,0.00615848
1,0.00885867
1,0.0127427
1,0.0183298
1,0.0263665
1,0.0379269
1,0.0545559
1,0.078476
1,0.112884
1,0.162378
1,0.233572
1,0.335982
1,0.483293
1,0.695193
1,1
